"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001631",327.058226801028,0.207313050478065,0.310290880794,0.668124857384057,0.50405389587687,0.725307027014401
"ENSG00000002016",85.7242284499025,0.00601429786846022,0.381899415644472,0.0157483819615456,0.987435128549578,0.994598222303934
"ENSG00000002079",42.6371752663217,-1.36338832131379,0.685530660010237,-1.98880721293112,0.0467224863400983,0.24577849728161
"ENSG00000002330",182.688612105246,0.469617828382071,0.263411250431757,1.78283132406958,0.074613765066958,0.304468707004572
"ENSG00000002549",1153.50858707802,0.706591388573559,0.229826384976261,3.07445721972498,0.00210885963905356,0.0486701491204846
"ENSG00000002586",1086.81822859985,-0.414445124556942,0.190685999912917,-2.17344285760996,0.0297470021668229,0.196635164226532
"ENSG00000002587",1075.28052014716,0.163184262929635,0.312363444339206,0.522417926575387,0.601379377130972,0.791337003226961
"ENSG00000002726",11.7280944338495,1.74281591440756,1.01129980525449,1.72334247999682,0.0848266100449613,0.324239209847495
"ENSG00000002745",3.1279795590415,-0.0939566039228324,0.94148344420403,-0.0997963421462682,0.920506012098962,NA
"ENSG00000002746",33.0100409851878,-1.7276927733037,1.02397779654141,-1.6872365583894,0.0915578743678366,0.333640343684466
"ENSG00000002822",192.903665046383,-0.101683415294627,0.187530133088539,-0.542224407458927,0.58766392318177,0.783424551392217
"ENSG00000002834",2435.57710844608,0.240337222948633,0.152954614191495,1.57129763112433,0.116113531202442,0.370403134674681
"ENSG00000002919",408.314344138862,0.185559117885796,0.185817738632652,0.998608202054558,0.317984525299107,0.581343583394501
"ENSG00000002933",40.9715199587693,-0.173485271353344,0.595503242095562,-0.291325485891316,0.770802397433827,0.893199321869926
"ENSG00000003056",661.03358187001,0.209648569086015,0.282446945816165,0.742258226514752,0.457930896303952,0.695185683624234
"ENSG00000003096",15.750594795155,0.862699971236389,0.641935429060974,1.34390459255123,0.178979240749032,0.446860627801282
"ENSG00000003137",29.069432432377,1.3873692296454,0.632448090759674,2.19364917044645,0.0282606406184583,0.192391910983229
"ENSG00000003147",347.246281688563,0.380281467034864,0.361538202573825,1.05184310904796,0.29287153696267,0.559116156212725
"ENSG00000003249",180.847901384568,-0.706709183488455,0.490979338308085,-1.43938680988853,0.150040959376528,0.413828459672794
"ENSG00000003393",367.986593380467,-0.151668999824427,0.232006871289747,-0.653726327075077,0.513288138537362,0.732732754156824
"ENSG00000003400",301.993517513863,0.338719366132734,0.208555594658341,1.62412025765901,0.104350145310185,0.353077003646692
"ENSG00000003402",3150.09513772168,0.055800735208265,0.294503489517902,0.189473935604668,0.849721381456388,0.935441690473705
"ENSG00000003436",78.6596136299074,-0.138070202136633,0.369233766717927,-0.37393709509269,0.708451117275844,0.859102334474685
"ENSG00000003509",160.873894408276,-0.0828933147146306,0.305580437373785,-0.27126512229327,0.786187129457938,0.902012482628414
"ENSG00000003756",1704.25225377306,-0.0189127932435735,0.183420407364027,-0.1031117175857,0.917874305307206,0.965404443136963
"ENSG00000003987",45.7121795453765,0.0162469245969786,0.460657682695277,0.0352689756565416,0.971865261772364,0.989733795811954
"ENSG00000003989",954.374151659118,-1.525829826038,0.673858709939159,-2.26431713878977,0.0235546162074749,0.174995436715317
"ENSG00000004059",860.699834657705,0.387736808151541,0.184704797637275,2.09922434669501,0.0357971287627734,0.214795980449406
"ENSG00000004139",38.6268394269367,0.533219270878181,0.528371605680423,1.00917472692636,0.312890844968769,0.576939444380004
"ENSG00000004142",1097.78661780226,0.419132864561903,0.283629763959429,1.47774640683288,0.139475668010525,0.401621762751835
"ENSG00000004399",142.89695275371,-0.13132148726461,0.320154257027174,-0.410181918191591,0.681672504008505,0.842334259051126
"ENSG00000004455",1353.70825760756,0.700859005723375,0.314184217996351,2.23072632417048,0.0256992628169254,0.183784116704761
"ENSG00000004468",116.328872443082,1.61550964588796,0.635890472798296,2.54054702027341,0.0110679210323377,0.115085051099435
"ENSG00000004478",765.903288334937,-0.0768841016638641,0.262140164998864,-0.293293863091134,0.769297544050635,0.892371224798228
"ENSG00000004487",677.549820657001,0.28187745471046,0.242501725289601,1.16237298672344,0.245083991120665,0.514059660180977
"ENSG00000004534",1436.16571395455,0.600967227564512,0.296132660033002,2.02938516642352,0.0424190747811963,0.233378891437733
"ENSG00000004660",208.336774157623,0.311117656949448,0.286272425410784,1.08678876948421,0.277130172120287,0.544137814045171
"ENSG00000004700",216.46067157501,0.58828980780016,0.34984575775263,1.68156907655325,0.0926524312186578,0.335173554608006
"ENSG00000004766",281.90812045307,0.256972722483687,0.332934142940628,0.771842503787642,0.440207714319697,0.681504000496218
"ENSG00000004777",63.0446960291755,-0.181332608507809,0.553145655456777,-0.327820722659511,0.743047217972744,0.878374906159524
"ENSG00000004779",750.928826991825,-0.460018032053773,0.294747189330875,-1.56072067420928,0.118589671071391,0.374043278671939
"ENSG00000004799",159.853252620558,0.449680675673301,0.542298943608904,0.829211786179695,0.406984576812278,0.65416780963673
"ENSG00000004809",50.2998568924093,-0.869041613147468,0.731749654032735,-1.18762148824821,0.234982568061021,0.505679959275367
"ENSG00000004838",390.922558805807,1.59726955038997,0.957768086154196,1.66769970046049,0.0953753549183118,0.339173023343736
"ENSG00000004846",40.7613243790067,-2.03427100829958,0.992717813805975,-2.0491936177718,0.0404431859126448,0.227701133206695
"ENSG00000004848",9.53515786501645,-2.15543012552503,0.973305220405609,-2.21454696875744,0.0267911754447651,0.187042799694147
"ENSG00000004864",370.807940942442,-0.0189945560083217,0.30943948992152,-0.0613837490914267,0.951053594298606,0.980657444991095
"ENSG00000004866",2163.12667901124,-2.08039880838987,0.632241377953956,-3.29051353001034,0.00100004692411036,0.0402867626304183
"ENSG00000004897",966.381520013501,-0.980620047491837,0.33924036597174,-2.8906349180555,0.00384464463459924,0.0645357510851809
"ENSG00000004939",481.804715526846,-2.74515220708731,0.860587292006234,-3.18985910271543,0.00142342172762948,0.0440700043098203
"ENSG00000004948",2.58768591276587,-0.208774265924065,1.08839008674499,-0.191819337998969,0.847883722711197,NA
"ENSG00000004961",335.007194959296,0.315919062315686,0.37106473168719,0.851385311881398,0.394555348238446,0.644547276579775
"ENSG00000004975",271.971223428765,0.417385755724392,0.266416328441171,1.56666732165614,0.117192472902293,0.371654239103353
"ENSG00000005001",3936.98104108157,-0.523291312760989,0.400455923548688,-1.30673884936894,0.19130141967045,0.46029519013642
"ENSG00000005007",2372.24270391342,0.126706041395096,0.190476502771216,0.66520562668711,0.505918982127919,0.726766759740296
"ENSG00000005020",274.724310942132,0.0286007557164061,0.60071790653354,0.0476109591629248,0.962026297786996,0.985726026190403
"ENSG00000005022",3304.283892604,0.393565085935936,0.297151686420923,1.32445853051105,0.185350806891688,0.454076259894154
"ENSG00000005059",196.126838146807,0.220291435675012,0.319547401706907,0.689385782823752,0.490580527835004,0.717801090106742
"ENSG00000005075",495.741299277326,0.355610891886316,0.181328531474961,1.96114140997949,0.0498625292901602,0.254081965980664
"ENSG00000005100",291.574739014546,0.225093213176459,0.313974786910988,0.716914932536519,0.473426587530632,0.705187576443092
"ENSG00000005102",43.1562726935507,-1.09964917548608,0.594757514446229,-1.84890337452894,0.0644717663504856,0.284899898744609
"ENSG00000005108",64.5704210842616,-2.05636368234998,0.523537291794991,-3.92782656475066,8.5716987155144e-05,0.0208216292577911
"ENSG00000005156",177.655127814334,0.0998603951971686,0.272906781776176,0.365913937892056,0.714429295631265,0.862379228002537
"ENSG00000005175",316.475186393716,0.530111983235797,0.292423329255291,1.81282384201638,0.06985899544059,0.29508864331016
"ENSG00000005187",13.709733439144,0.569051610483135,0.69342671240984,0.82063699061366,0.411853071047363,0.658974600783788
"ENSG00000005189",76.8973133773447,0.709023346665458,0.465328087500225,1.52370631756699,0.127582090607067,0.387107245915642
"ENSG00000005194",534.625805720033,0.390264000612915,0.277385313059547,1.40693822722018,0.159445706889454,0.424279602898856
"ENSG00000005206",719.756131039435,0.870125918727806,0.311927706760183,2.78951147932742,0.00527876250794632,0.0768281837076883
"ENSG00000005238",585.136759523172,0.132172912304535,0.261891732065253,0.504685318861469,0.613779874159843,0.799895533217718
"ENSG00000005243",117.703343975767,0.305089231616554,0.381716362805228,0.799256362432194,0.424141776354712,0.669451165293153
"ENSG00000005249",1179.52582520843,0.560906805982859,0.684916158854847,0.818942287652657,0.412819341572862,0.659668064132757
"ENSG00000005302",596.533803681338,0.51570875518926,0.262939777643529,1.96131889899296,0.0498418340133108,0.254040966055913
"ENSG00000005339",1105.34415832978,0.00526152125992667,0.224904591306017,0.0233944590876207,0.981335624805499,0.992810686137594
"ENSG00000005379",332.565967959197,-0.0595172507719102,0.401068150441056,-0.148396851523759,0.882029584683147,0.950399566942162
"ENSG00000005381",143.796119067774,-2.90703588845353,0.843056602783708,-3.44820962062894,0.000564315892318241,0.0376255917702432
"ENSG00000005421",44.7069329565667,-2.72471271064872,0.899296635761769,-3.02982642467098,0.00244694322480833,0.0520612736508761
"ENSG00000005436",119.940971343839,0.484762575848928,0.378490411123553,1.28077901474414,0.200271297005145,0.470376827389843
"ENSG00000005448",145.612350117577,0.645430762953191,0.601938318888613,1.07225398799146,0.283605967250462,0.549809998909967
"ENSG00000005469",851.718161633249,0.562874104478305,0.394668071843853,1.42619620038836,0.153811716111187,0.417073424869069
"ENSG00000005471",18.6867245931316,-0.239859822803039,0.669756320866996,-0.358129987474462,0.720246038601554,0.86490165910723
"ENSG00000005483",851.207337756505,-0.0773990803114298,0.165264045855031,-0.468335867677619,0.639544422517668,0.815284947698153
"ENSG00000005486",1733.22831338093,0.754436328969626,0.268786791278365,2.80682069748102,0.00500330822970644,0.0748306602845592
"ENSG00000005513",432.757338117416,-2.45727344248746,0.799387493010299,-3.0739453193519,0.00211248147852871,0.0486701491204846
"ENSG00000005700",1675.94968842907,0.501525631509058,0.458151017768349,1.0946731799309,0.273659842580295,0.540673434466342
"ENSG00000005801",292.018447284026,0.0329579211539357,0.226655223602948,0.145409934216522,0.884387221656294,0.951448606524777
"ENSG00000005810",776.411929642675,-0.404708338768922,0.328271053007062,-1.2328480841112,0.217632447764939,0.489692814750705
"ENSG00000005812",669.82177018628,0.101215890200366,0.218749795508747,0.462701644885966,0.643578239089224,0.817371663627708
"ENSG00000005844",322.073821880317,0.530831195208408,0.625821487959298,0.848215034832636,0.396318225610941,0.645421746974216
"ENSG00000005882",85.3593056390954,0.00298639501377276,0.406332714224205,0.00734962977193349,0.994135896671006,0.997727258232147
"ENSG00000005884",1004.2209062478,0.417461092861816,0.412471403555856,1.01209705512417,0.311491650307083,0.575625116217262
"ENSG00000005889",440.849069877577,0.0751633402286326,0.123382151519528,0.609191356310044,0.542397608967164,0.752850671621993
"ENSG00000005893",2135.504700125,0.234827481447488,0.171310534268188,1.37077081949825,0.170446410127119,0.437250049778468
"ENSG00000005955",1152.76597040443,-0.0157568597665739,0.126520814935157,-0.124539663885736,0.900887997577691,0.958676204273943
"ENSG00000005961",68.8100474969786,-1.90909852468826,0.685274298832469,-2.78588957435128,0.00533810529834762,0.0771373144063551
"ENSG00000005981",6.14251314003205,0.403927847263496,0.788470793957406,0.512292719475564,0.608446159889668,NA
"ENSG00000006007",1630.21516356363,0.41798221605972,0.303171577343663,1.3786985565138,0.167987714758285,0.434374286395792
"ENSG00000006015",176.997180381626,0.332282237365094,0.244146650780887,1.36099445272876,0.173515442505948,0.44015562393835
"ENSG00000006016",32.0295448384132,-0.337162375297888,0.504455031598063,-0.66836953579349,0.503897736642179,0.725274320679635
"ENSG00000006025",772.755292317768,0.260097589780902,0.345705720953984,0.752367039408998,0.451830362422519,0.690481565767391
"ENSG00000006042",400.638153255817,0.976010715943978,0.493597294961088,1.97734210845082,0.0480029729674926,0.248905857069471
"ENSG00000006047",90.0054519136235,0.529186952060412,0.528513354038668,1.0012745146676,0.316694110442003,0.580052560112251
"ENSG00000006059",6.23542177857815,-1.08723302627223,0.822155460466083,-1.32241781336083,0.186029060349438,NA
"ENSG00000006062",188.739240984961,-0.250613893440392,0.300366893573788,-0.834359241321734,0.404078577925423,0.652155154691917
"ENSG00000006071",6.92834512519664,0.0516657588332427,1.29852396430235,0.0397880672622016,0.968262089644477,NA
"ENSG00000006074",38.7788735948557,-0.388337056873905,0.616267300789792,-0.630143861886266,0.528600464562651,0.742849122956714
"ENSG00000006075",47.4543607451824,0.325045175952952,0.88450171244787,0.36748959485153,0.713253851844063,0.86222288711338
"ENSG00000006114",769.333298690329,-0.631283498265128,0.262427971775209,-2.40554958373825,0.0161481604352542,0.14272328867452
"ENSG00000006116",30.8675412845518,-2.85426578027545,1.30584813164754,-2.1857562997577,0.0288334394925609,0.193959797928951
"ENSG00000006118",489.028520222448,-0.743028833239914,0.325760273944801,-2.28090682833173,0.0225539608110197,0.17141177406596
"ENSG00000006125",874.000278942213,0.620770914341066,0.344151059957243,1.80377452394942,0.0712666611793893,0.297714074249903
"ENSG00000006128",2.66319044829383,-1.17839807592514,1.28065021277993,-0.920156077097092,0.35749120346973,NA
"ENSG00000006194",361.69681970219,0.397139392809662,0.18568742492576,2.13875222281984,0.0324557407180643,0.205339390133881
"ENSG00000006210",399.603797402124,0.765329952180991,0.596697637589114,1.28260932165446,0.199628982730035,0.469856782699651
"ENSG00000006282",665.93266540412,-0.140171833191728,0.260531251046274,-0.538023107127487,0.590561095996363,0.784803450104951
"ENSG00000006283",6.83075176292757,-1.59262473277947,1.11383557920374,-1.42985622161398,0.152758289021132,NA
"ENSG00000006327",402.99191295078,-0.446612949267412,0.35730876303277,-1.2499356172422,0.211323067183756,0.482751726003
"ENSG00000006377",19.1494890060271,-0.799961712320098,0.833923036400184,-0.959275229730206,0.337420110504415,0.596772279673608
"ENSG00000006432",740.223361974677,-0.462916109632246,0.337512693706491,-1.37155170239259,0.170203037852992,0.436907021929846
"ENSG00000006451",1047.31816665599,-0.264548716119087,0.222374000154975,-1.18965668618957,0.234181356013593,0.505024006683518
"ENSG00000006453",1081.25255061499,0.310095609052864,0.224224954324433,1.38296653905963,0.166675126028426,0.432573462921835
"ENSG00000006459",1504.06034457528,-0.462343412001344,0.232346814529361,-1.98988487506429,0.0466036188633996,0.245558170898117
"ENSG00000006468",35.0468112780254,-0.583761589732635,0.690501626225198,-0.845416676169056,0.397878236906862,0.646730255937036
"ENSG00000006530",321.772622982038,0.137136917124547,0.248683074222611,0.551452556846661,0.581323480903132,0.779698978016661
"ENSG00000006534",1494.6939003783,0.686380012234132,0.443232615296829,1.54857740280342,0.121483341553348,0.377495394230794
"ENSG00000006555",634.35021884048,-0.225162361390401,0.225318083744494,-0.999308877691902,0.317645086171476,0.580994638839154
"ENSG00000006576",320.29838521216,0.0794083064898398,0.272748906760093,0.291140695789063,0.770943716595166,0.893199321869926
"ENSG00000006606",51.7814362780014,-0.978617780304976,0.635764549627227,-1.53927704978011,0.123736674327303,0.380996088154891
"ENSG00000006607",523.040921153104,-0.0282131575920578,0.236085572988676,-0.119503946111146,0.904876113897254,0.959679674860684
"ENSG00000006611",23.3402521751879,0.851771668859756,0.930859397046474,0.915037944035742,0.360171710786969,0.617927368231478
"ENSG00000006625",748.75931751557,-0.270001523633359,0.333614471652212,-0.809321976640243,0.418329968390454,0.664332094318948
"ENSG00000006634",161.079290783915,-0.0399284369842205,0.18193503291841,-0.219465357186741,0.826287563014754,0.923879517946319
"ENSG00000006638",11.1707200942439,-2.58656849300626,1.20332541257261,-2.14951705164807,0.0315934358752956,0.201989515118301
"ENSG00000006652",1459.09808534546,-0.360803695956142,0.381976748008276,-0.944569788180733,0.344878557156396,0.604525116643178
"ENSG00000006695",162.62321438785,-0.0430569529769049,0.359953895808201,-0.119617966296015,0.904785786869287,0.959679674860684
"ENSG00000006704",540.841764403749,-0.0894109878200329,0.305695694147637,-0.29248363497345,0.769916870519796,0.892736113436351
"ENSG00000006712",830.152816577706,0.0184473155449091,0.245907952259412,0.0750171573363708,0.940201060777033,0.975500822305979
"ENSG00000006715",1350.05523340649,-0.982870883591054,0.376459499760333,-2.61082768323494,0.00903233928702816,0.102608375113857
"ENSG00000006740",72.2700018826364,0.112054562730645,0.423874418350521,0.26435792744157,0.791504127658468,0.904721118102285
"ENSG00000006744",625.655688792785,0.821216966181558,0.374736468472608,2.19145195429941,0.0284191029452624,0.193205290123303
"ENSG00000006747",588.28803614267,0.788591705412551,0.455423142258232,1.73155826360139,0.0833522427164392,0.321750326976767
"ENSG00000006756",1089.18178643632,0.557860269886153,0.386686893887849,1.44266660883508,0.149114409809004,0.412951265156677
"ENSG00000006757",282.231307725674,0.433195903959023,0.423452491052634,1.02300945941343,0.306303373305648,0.570821654969764
"ENSG00000006831",1184.37309286339,-0.0199501208609755,0.252519311039962,-0.0790043374457738,0.937029173066859,0.974299999437354
"ENSG00000006837",7.55890439660577,1.12173424180715,0.523511046426535,2.14271360549898,0.0321361022116542,NA
"ENSG00000007001",4.4394226594853,-0.347060672264242,1.173215815351,-0.29581997423075,0.767367568110479,NA
"ENSG00000007038",8.0599352200073,-1.39918598603077,0.867156296801314,-1.61353378991995,0.106628588289132,0.355746697505475
"ENSG00000007047",263.329524614505,0.00721221364237594,0.151355460962989,0.0476508319983218,0.961994519934933,0.985726026190403
"ENSG00000007062",1638.89792838705,1.67579696478898,0.604104275422382,2.7740193754088,0.00553683804756884,0.0784066741473751
"ENSG00000007080",422.440742856477,0.370004421416248,0.291082417501877,1.2711328447513,0.20368139237859,0.474978613752188
"ENSG00000007129",20.7892037522498,0.0757380824462991,0.818314347078232,0.092553775595796,0.926258067778965,0.969004996912175
"ENSG00000007168",1910.76858889643,0.150796373779401,0.121208833769252,1.24410382552212,0.213461353287239,0.484935192682787
"ENSG00000007171",370.127336690414,0.599280373757931,0.589058295652748,1.01735325379614,0.308985411386103,0.573578296258559
"ENSG00000007174",384.94837744489,-1.26535441817398,0.795521253539946,-1.59059787848954,0.111700102241569,0.363427993892265
"ENSG00000007202",1281.34562960537,0.222072378227801,0.220181564997223,1.00858751835378,0.313172495813363,0.577067522492752
"ENSG00000007216",43.6511424430587,0.228720420884995,0.6727768758969,0.339964747718299,0.733883075675235,0.872920266066517
"ENSG00000007237",341.388016130962,0.171134804456444,0.570639981826461,0.299899779031762,0.764253602883483,0.890025463499499
"ENSG00000007255",144.112004941863,0.745315971903339,0.391963624329889,1.90149270401699,0.0572375072470571,0.270739350888329
"ENSG00000007264",427.266847625301,-2.01111766380203,0.810414347113182,-2.4815918807039,0.013079698499964,0.126389829284525
"ENSG00000007306",248.053329776702,0.289628716895784,0.619659749787906,0.467399596302514,0.640214011373913,0.815631457174407
"ENSG00000007312",193.444417408332,-2.8918691167717,0.795057653795803,-3.63730743671883,0.000275503019303961,0.0306793926912148
"ENSG00000007314",86.4067039071565,-1.89065236914609,0.850117090636722,-2.22399054197349,0.0261490805945589,0.18521136358944
"ENSG00000007341",69.930016455678,0.297459410246407,0.237421913363078,1.252872601492,0.210252074438291,0.481808089668881
"ENSG00000007350",8.95998221267259,0.357156787541418,1.06330607276241,0.335892737463208,0.736951753876397,0.874844885847017
"ENSG00000007372",1291.18681093824,-1.57642212291007,0.484645080845847,-3.25273521843811,0.00114299950887095,0.041481778636104
"ENSG00000007376",338.390855615166,0.306896911201004,0.25585646462064,1.19948859473237,0.230338016933883,0.501694710339578
"ENSG00000007384",819.128826103985,-0.0935555627349938,0.249938077402305,-0.374314965159971,0.708169999447834,0.85884629654189
"ENSG00000007392",645.105231258666,0.44268225535996,0.281310114849807,1.57364499885228,0.115569543940625,0.36929304947834
"ENSG00000007402",27.7895238991664,-0.0216019841362157,0.38103499945292,-0.0566929131634396,0.95478981941397,0.982484330159254
"ENSG00000007516",234.333959302076,1.89359215449434,0.658280251848926,2.87657445164998,0.00402017345563128,0.0659997251462925
"ENSG00000007520",139.862105520455,0.536663502275435,0.282428615560175,1.90017396506018,0.0574102936863655,0.271006712507183
"ENSG00000007541",559.34551531957,0.485109311638777,0.256772920049053,1.88925417659348,0.0588577784565796,0.273407305161313
"ENSG00000007545",238.896426055848,0.366813918826427,0.279763392126069,1.31115767520123,0.189804498474034,0.458941723182473
"ENSG00000007866",1208.06644973023,-0.0964030734005229,0.22359635514841,-0.431147785644968,0.666360916880569,0.833306739076421
"ENSG00000007908",34.931923899981,-0.544516875544456,0.814379794917134,-0.66862768322962,0.50373300885614,0.725201526826873
"ENSG00000007923",333.582593378337,0.0963508073759915,0.262077692524816,0.367642153926809,0.713140078505561,0.862150657965717
"ENSG00000007933",1188.65287950805,0.249312371425868,0.638791882908086,0.390287319073121,0.696324099203024,0.851916805140692
"ENSG00000007944",723.607831323754,0.550445858368593,0.288532771006918,1.90774121236785,0.0564246722822664,0.268724885492586
"ENSG00000007952",58.4571474517438,-0.286355044574887,0.413592444242634,-0.692360434918623,0.488711005957638,0.716554821391589
"ENSG00000007968",196.699720205863,-0.77859808207323,0.554838935603771,-1.40328666953765,0.160531371703597,0.425778783699685
"ENSG00000008018",1582.11030968828,0.558502138519754,0.243853380219318,2.29031944530539,0.0220028053932059,0.168913337546869
"ENSG00000008056",154.357242130173,-2.42567745591124,0.803493611623669,-3.018913182159,0.00253683216956191,0.0529456163949645
"ENSG00000008083",951.273229864814,-0.037729677063387,0.22137609959541,-0.170432477274387,0.864670032587728,0.942398588951359
"ENSG00000008086",55.6258028985285,-1.44498334267725,0.61755031554992,-2.33986333792172,0.0192907973127944,0.157225957237728
"ENSG00000008118",27.4950366601286,0.371424619703301,1.2091526309571,0.307177613639481,0.758708184071435,0.88676966453431
"ENSG00000008128",84.7964268089339,0.1096669512805,0.267802833984728,0.409506313464756,0.682168134520337,0.842718602805304
"ENSG00000008130",2015.66003151109,0.334032073655903,0.303727180449242,1.09977669157511,0.271429430295874,0.539480789682032
"ENSG00000008196",20.0241189434356,-1.24025833437105,0.610738418851554,-2.03075211266922,0.0422801470243852,0.23286943537384
"ENSG00000008226",250.935641636346,1.72800614709474,0.72325013150121,2.38922341224883,0.0168840316128397,0.146573695267264
"ENSG00000008256",482.830241460128,-1.12854533357989,0.383693546659407,-2.94126743440296,0.00326872191751007,0.0596393324068387
"ENSG00000008277",28.6483577344125,-0.671416409265714,0.556863333774219,-1.20571129134162,0.227928829787136,0.498951708635125
"ENSG00000008282",2543.6739018844,0.483202175878885,0.386883922813823,1.24895904788324,0.211680052670346,0.482959725545379
"ENSG00000008283",1519.20907340548,0.893784839314408,0.317691187373206,2.81337624346639,0.00490242527551105,0.073860565962053
"ENSG00000008294",1325.70318518045,0.00853136746140712,0.220386965971037,0.0387108530843349,0.969120920386325,0.988701051912254
"ENSG00000008300",67.8788012698213,-0.144663150243729,0.386497908585251,-0.374292194162856,0.708186938889553,0.85884629654189
"ENSG00000008311",107.479044557528,0.0470226807047291,0.42579092972612,0.110436078887297,0.912063541295292,0.963070339062772
"ENSG00000008323",298.902664326163,-0.126816739890289,0.274916161353185,-0.461292414625881,0.644588826336679,0.818053715667116
"ENSG00000008324",240.365007485053,-0.184124605242082,0.20974062226874,-0.877868117536926,0.380015292987011,0.634029410293861
"ENSG00000008382",61.9748536228263,0.358374420846677,0.263828939825409,1.35835902264488,0.174349790141588,0.440829267544965
"ENSG00000008394",1683.99305955307,0.505499656755007,0.37288798526879,1.35563406901037,0.175215626377879,0.442095592476843
"ENSG00000008405",293.430446669431,-0.599498908034344,0.266842211379951,-2.24664195718544,0.0246629184577146,0.179458177067224
"ENSG00000008438",27.1794106793537,1.48660103279627,1.04302342292359,1.4252805834689,0.154076110469306,0.41740396950365
"ENSG00000008441",531.201797730636,-0.209607432805657,0.470522913739446,-0.445477630706267,0.65597462187022,0.826569140382773
"ENSG00000008513",927.137753026063,0.0353669914701163,0.216919218581824,0.163042222359729,0.870485190792689,0.94497589129889
"ENSG00000008516",1236.91264181454,-0.0391558736577509,0.845247365343648,-0.0463247509110324,0.963051412108234,0.986234290829513
"ENSG00000008517",208.191709301714,-0.0931463363765023,0.470800963419142,-0.197846528817692,0.843165140904038,0.932261209247162
"ENSG00000008710",583.580550503509,0.385700495324117,0.231272639482602,1.66773076221639,0.0953691858430524,0.339173023343736
"ENSG00000008735",47.6601884945719,-0.226546018144558,0.343947022356236,-0.658665443859891,0.510110627889027,0.729924523716992
"ENSG00000008838",1036.58435977056,0.454009709663833,0.271682979542129,1.67110104000251,0.0947017220029251,0.338656925299962
"ENSG00000008853",144.507723707372,0.0455110531820415,0.363138510050674,0.125326981089641,0.900264692758122,0.958562291708661
"ENSG00000008869",523.044534655001,0.428897548316235,0.293461635117069,1.46151147881779,0.143875127724736,0.406862431939831
"ENSG00000008952",1879.45368081135,0.436702323038144,0.164184126139273,2.65983279447917,0.00781794522575455,0.0949123545613363
"ENSG00000008988",5369.94007286366,0.517117695142424,0.251827403980879,2.05346077101953,0.0400279106228848,0.226761413721029
"ENSG00000009307",6883.54554114094,-0.216662588131071,0.127212443148978,-1.70315562509351,0.0885389485122528,0.330149325194352
"ENSG00000009335",972.586308337461,0.151025346303104,0.187991344350689,0.803363297521682,0.421764782260029,0.667308032544154
"ENSG00000009413",288.301838336128,-0.286545603943288,0.405493514716309,-0.706658907094386,0.479778472131146,0.709904572885637
"ENSG00000009694",15.6527868768218,-1.35135410292822,1.16456689542436,-1.160391994859,0.245889244511672,0.514810419290823
"ENSG00000009709",375.238690456369,-0.249977150711758,0.529477817957637,-0.472120157320279,0.63684102537527,0.813740141147504
"ENSG00000009724",26.6873071496419,0.423097203866712,0.585804074213156,0.722250360643208,0.470140565877073,0.703204632234982
"ENSG00000009765",95.8712944668844,0.708470752735999,0.495720340090781,1.42917426508313,0.152954152458869,0.416178993653015
"ENSG00000009780",167.169371783675,0.53289511007671,0.370743707953697,1.43736791385618,0.150613480844679,0.414457393486862
